,0,1,2,3,4,5,6,7,8,9,10,11,12,13
AOI5 Saccade Lengths,19.533534579352303,18.759920724440207,3.5867868678361066,15.160533085978608,173.1576175326802,40.12022920900168,23.212353163910414,39.24589384401136,15.844954323586684,9.907983839569619,8.015857743227281,25.57423767531537,147.87028270253734,62.86130937861922
AOI5 Absolute Saccade Angles,-90.26479731143651,78.6510459508367,-86.21779108077023,-96.35767282681154,156.41929331107139,-129.3209342326421,-132.98995779852874,100.16494982037668,-76.24094985212741,-67.7059792312813,19.96586743319109,51.7422103097306,5.439754894150783,-79.66679804281068
AOI5 Relative Saccade Angles,11.08415673772679,15.131162968393078,169.86011825395872,72.77696613788287,105.7402275437134,176.33097643411338,53.15490761890536,3.594100327495911,171.46502937915392,92.3281533355276,148.22365712346047,133.69754458442017,94.89344706303852,
