,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
AOI6 Saccade Lengths,16.926419561998852,79.30790474576979,20.931882199615377,22.710315862366652,29.71275959529576,46.95572729975217,9.567091353444177,6.923267518737504,46.78843096067316,16.023719794517863,7.24571046055195,53.060756439180835,30.152222211595625,61.714808447385195,48.86747448540651,44.61524323877564,101.70545747945269,9.880866390131025,90.88800527200931,63.676263195480246,16.462860965656457
AOI6 Absolute Saccade Angles,-75.09373336994155,6.9171541441121445,159.4937820611553,-18.407837058360368,-158.23504301887291,96.86713511957905,104.06622603855591,82.33587150116465,-91.0992673748371,-50.193296097988245,-120.35320007512179,39.631774894012835,108.34835833564678,-102.78809034535747,48.96459362885029,-136.99283593413193,143.93105534294892,-163.17634695679635,-42.64781861629143,98.7266652994325,122.05281413697087
AOI6 Relative Saccade Angles,97.9891124859463,27.423372082956867,2.098380880484358,40.172794039487435,75.10217813845196,172.80090908102312,158.26964546260874,6.564861123998272,139.09402872315115,109.84009602286648,20.0150250308654,111.28341655836607,31.13644868100425,28.24731602579224,5.957429562982209,100.92389127708084,127.10740229974523,59.471471659495094,38.62551608427609,156.67385116246163,
