,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
AOI3 Saccade Lengths,135.405308848663,112.28628007364921,137.29165407067987,14.674075300806797,51.641836071284125,40.538556356265055,19.751503422766252,27.4045804262693,39.87543782548656,24.854872460939955,16.35173557142558,4.5380884206193075,2.5515231774639875,94.46465781100648,25.16032023803299,9.838798129887907,41.29743965566381,45.51144945914399,140.89051805740203,129.16169666771194,54.7365264388312,57.45638665305216,58.467438867605125,128.53034767233078,40.574152551799045,40.84171763082198,69.92686143491294,13.590675816632608,19.644009558159375,19.680696084630263,10.801750402163112,159.4715307165335,102.40859419439823,30.14984598440509,45.56814262826588,176.79872415056846,44.302960374371736,30.57157132364606,127.20377365328471,103.33393970015592,144.9035034461823
AOI3 Absolute Saccade Angles,172.99863284734658,6.2246091508639285,159.2410349226606,-141.43042842179128,-80.24606269230371,30.964339508813914,11.470874078753386,123.03205039152941,-125.15976289541075,-127.87448467181375,-89.18166008884164,94.8872326706967,95.09473090750961,49.50825046761864,-82.15811922084326,-177.6483120841062,-75.64066465912829,176.90805462799324,0.8405724112254118,156.9848847551631,-56.03669289531457,-10.073637693190145,79.4474183736615,177.7393606830752,-62.22855422258897,-27.10392062122839,149.19332372457606,133.72426966325483,-94.79989606426521,113.64684167344039,50.06242280098399,-4.479222685071672,-9.39645778888781,11.957159798057264,-153.3361683929653,166.10979640948221,-176.30211083644917,-39.569680068941736,-9.514594930660088,164.881837169551,-9.977761403011115
AOI3 Relative Saccade Angles,13.225976303517346,26.983574228203338,120.67146334445187,118.81563427051245,68.78959779888237,160.50653456993948,68.438823687224,68.19181328694013,177.28527822359703,141.30717541702793,4.0688927595383495,179.7925017631871,134.41351956010905,48.33363031153811,84.50980713673707,77.9923525750221,72.54871928712151,3.9325177832321723,23.85568765606231,33.021577650477674,134.03694479787558,90.47894393314836,81.7080576905863,59.96791490566416,144.87536639863941,3.702755654195572,164.53094593867877,48.52416572752003,28.446737737705597,116.41558112754359,125.45835451394434,175.08276489618382,158.6463824130549,14.706671808977449,139.44596480244746,162.41190724593136,43.26756923249256,149.94491486171833,5.603567899788918,5.140401427437891,
