,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
AOI4 Saccade Lengths,58.620152910821474,36.133763943305475,96.49860817238093,21.315545978618125,27.894157302455653,18.948510539944117,55.78715179404275,80.22786545215082,130.79498798857387,121.45951697753358,73.54650647702192,28.60583660476765,6.190899894787648,67.8699179499915,144.85095267022726,104.31665411543413,42.851308734225434,62.69029824392599,4.60097079756949,67.43727597082808,46.33663849294132,180.01079111451813,193.72939024748283,111.68435028998563,38.14502275639239,14.931008022750483,62.94879627242251,67.0987474196058,45.61854058472884,70.3533862226691,51.44335204632415,129.38730020752448,92.55187873974015
AOI4 Absolute Saccade Angles,-145.26088716570646,101.24488889019077,-176.78699215273002,170.35326744402465,-59.055324483756934,-51.652518450214906,-42.563494544948355,30.049512009459377,-173.56879767031793,0.5155625393325829,150.64342937823156,-109.55003155594497,-46.696894081885944,42.15101576284423,-170.99038758248872,-29.04294747585551,155.14578340926332,179.1885911982674,157.56168630882394,-15.204748917643492,85.63435239991202,8.8074039606156,-164.92985783364514,-4.722792658822263,110.29405888115045,-107.12825813856291,153.5253522267142,-69.1611724800667,27.517405424707743,34.863777396245204,-56.594478354043446,-172.31064087652214,23.655822889543302
AOI4 Relative Saccade Angles,66.50577605589723,98.03188104292074,167.14025959675465,49.40859192778159,172.59719396645795,170.91097609473346,107.38699344559227,23.618309679777298,5.915639790349492,29.872133161101033,80.19346093417651,117.146862525941,91.15209015526985,33.14140334533298,38.052559893366755,4.188730885118796,155.95719221099588,158.37309511055656,7.233564773532562,79.16089868244448,103.17305156070358,6.262738205739274,19.792934825177138,64.98314846002728,37.42231701971336,80.65361036527713,42.68652470678092,83.32142209522554,172.65362802846258,88.54174424971136,64.28383747752133,15.966463766065413,
