,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
AOI4 Saccade Lengths,14.13315590425143,413.5590112113001,52.618416344121826,25.925607436173685,1.980456937914254,5.036699379205688,18.903788279648936,18.025115425061383,18.725932018538458,18.469302548509702,29.30256923266547,12.191321205899612,48.86207822123384,283.00590783096055,246.29424526682243,29.742139755852584,4.964209402359874,8.460503526954238,3.7510719686954968,9.128714530609773,10.562463671465276,6.3849367355098146,10.888945068416838,12.201930921062752,20.588483902832213,21.41243485512227,17.88182639743984,40.46812877398147,2.615849255531883,6.6831129801963565,8.800572243322758,19.28763110019437,3.020873086280901,1.5729694672460417,8.75780049423767,7.141970891483395,17.93420443326258,5.477486241603278,6.36393561574733,8.227926137549213,16.260289608579086,9.378851734119833,3.595148593450335,11.690057021629105,23.042457617207656,10.753703409730754,17.31188121336128,35.753870769417034,21.874178424096595,23.390419768735825
AOI4 Absolute Saccade Angles,-117.32193729458388,-174.79587501085913,94.20394300255487,93.75939791499268,-110.26534745129739,41.10908173692071,-91.65203394962856,-106.61639831087292,88.5508705410361,-71.27810226942356,-83.55599626160756,-114.25534666867611,113.51940912867883,-9.734810601916598,178.77796941631067,161.86802826042847,-136.21025880771452,160.8661243760778,-88.38409423091966,60.15161831911209,-123.2309153433297,58.48929611599944,28.092227350565135,47.36576181566333,-8.101770558053003,-61.60012512080423,-38.60771791340169,99.17020253054578,113.0021637895133,-88.10369922400184,98.43036417330326,104.00405776216272,170.90776985111037,-121.90693261671386,107.20685882263848,-95.84675846083076,-90.89222924199716,88.6523462017382,84.56142085734285,-30.84694058903333,-76.34508436168841,-99.14056280827313,-113.4672429791925,164.46112096563962,112.35521491079318,105.11104544580206,-70.55790019065249,-68.73446805468346,-10.726269239804157,108.78118829851708
AOI4 Relative Saccade Angles,122.52606228372473,88.999818013414,179.55545491243782,24.02474536629006,28.625570811781913,47.238884313450754,165.03563563875565,15.167268851909023,20.17102718954033,167.722106007816,149.30064959293145,47.77475579735495,56.74578026940456,8.512780018227232,163.09005884411786,118.07828706814296,117.0763831837923,69.25021860699745,31.464287449968257,3.3825336624417908,1.7202114593291447,149.60293123456566,160.7264655349018,124.53246762628366,126.50164543724878,157.00759279259745,42.222079556052535,166.16803874103246,21.105863013515144,6.534063397305105,174.42630641114056,113.09628791105236,112.81470246782419,49.113791439352326,23.053617283469205,175.04547078116644,0.45542455626465744,175.9090746556047,64.59163855362381,134.50185622734492,157.20452155341528,165.6733198290806,97.92836394483213,127.89409394515356,172.7558305350089,4.331054363545446,178.17656786403094,121.99180118512069,60.492542461678774,
