,Mean,Standard Deviation
NOT_AOI Saccade Length,58.571482318292546,42.144619922132506
NOT_AOI Absolute Saccade Angles,10.768473803856214,104.48815492040801
NOT_AOI Relative Saccade Angles,103.24924368667266,52.172885288120405
