,Mean,Standard Deviation
AOI4 Saccade Length,103.6118504973109,60.24243014373875
AOI4 Absolute Saccade Angles,-12.482592939475168,111.89727324393003
AOI4 Relative Saccade Angles,70.68728014918298,57.60229960055719
