,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
AOI5 Saccade Lengths,26.047798348332993,61.319971526750244,24.49983373942361,16.362070236581378,101.86282397345877,55.77972169969441,35.28186428231562,49.342898475630136,20.155569550734167,3.101840657179242,9.449254814384574,13.6668774710664,287.18996745210654,43.20888918825615,64.62786039840728,97.55700985282091,53.68042018131527,178.04316747149556,100.52295589841718,185.0417832576386,16.785195935855356,14.659291259245524,15.261187497199264,98.9102215676528,194.62718901088672,43.577738458033764,88.11140176973461,30.468137270771834,12.483086264016421,23.505563727704146,16.324763721558135,67.65291549076562,44.080892954034965,77.05927319096517,46.34752596261193,105.72857826085175,30.96649722552631,29.760826920454548,146.8215812171012,60.84550891398272,44.630776783595174,37.41079708336499,51.07226207166471,187.1076690221099,61.157825868063505
AOI5 Absolute Saccade Angles,109.03134374156673,-86.66824111228395,74.73433031971581,-151.8629067491368,33.45705209830398,-108.74056542494252,-6.511402922524841,58.21211616600407,63.84171535583962,122.11235393586247,-139.32125209743955,-132.29499169252585,-174.68719156980205,150.69582407777807,-18.967176780485975,-7.9244692408156325,-21.440542984769788,174.31832747741996,37.43886530625453,-4.21511199119333,-31.933059821646626,-108.2932145330011,-129.24881367484437,179.4308742387588,-178.4144231353634,-40.279736462225266,34.17052084451818,153.2683200145548,172.76013372676195,-114.66721833942641,-53.27045927053607,174.2674400206276,34.659950125423904,-8.483055602288767,-117.56004767152102,38.28414909152025,-49.61758248540298,92.5050645951965,-173.6073978746348,-90.41751173749131,130.59998382979919,-113.30224328714937,92.3659823314151,2.8643535564624374,-88.7765859738536
AOI5 Relative Saccade Angles,15.699584853850654,18.597428568000243,46.597237068852614,5.319958847440788,37.802382476753515,77.77083749758235,115.27648091147108,174.37040081016445,121.72936141997717,81.433606033302,172.97373959508627,137.6078001227238,145.3830156475801,10.336999141735967,168.95729246032965,166.4839262560458,15.75887046218973,43.12053782883459,138.34602270255215,152.2820521695467,103.63984528864552,159.04440085815673,128.67968791360312,177.8452973741222,41.865313326861845,105.54974269325655,60.902200829963405,160.50818628779285,107.42735206618833,118.60324093110967,47.53789929116368,40.392510104796294,136.85699427228732,70.92300793076775,24.155803236958747,92.09826842307679,37.87735291940055,86.11246246983127,96.8101138628565,41.01749556729048,63.90222711694853,25.66822561856444,90.49837122504734,88.35906046968398,
