,Mean,Standard Deviation
AOI3 Saccade Length,65.61255802276041,56.97292370563022
AOI3 Absolute Saccade Angles,-1.8842364654390127,100.67638988964195
AOI3 Relative Saccade Angles,86.09649857707353,54.84013406400485
