,0,1,2
AOI1 Saccade Lengths,52.29245592781511,14.399971393000785,40.11034510574075
AOI1 Absolute Saccade Angles,-42.60485718583767,53.87367914152337,-47.73020569373026
AOI1 Relative Saccade Angles,83.52146367263897,78.39611516474638,
