,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
AOI6 Saccade Lengths,134.11565147375887,30.885340408820106,16.76632147678668,50.033115218788,19.4328655700424,61.79774354269276,28.608646404003494,10.965079935954684,41.45288508047421,79.6631181231777,24.594368843321934,38.933788852065355,12.557976712255867,49.13941757400927,47.94694108861627,23.495067856828523,74.30652621523629,48.398647911600584,67.00905151216485,47.20591573988352,35.254904436995794,23.49663234924686,32.76719861477586,12.70921358218458,77.90541178734958,99.89760987199968,30.526935918145647,280.6336886224533,61.12662859799134,53.60879611345152,0.7496156767208901,31.192479548051917,102.72171345227568,21.7743948509409,45.246432899310825,26.922608249809638,55.022494068759585
AOI6 Absolute Saccade Angles,-169.90854232560042,98.92018348357665,-1.0736512300907193,-52.73675117649621,56.94202481717731,67.017203735771,-12.989414147958419,-165.10309134539807,-135.98671494275837,-152.89234569025615,67.3994931199054,12.637190897177604,177.8886501514084,-27.451789403149746,36.576936438187765,-149.076844476732,-164.74233159023663,115.51856580678317,-38.28771366350173,93.12815414826913,-71.2689116515461,129.84963446633446,-171.11766725696137,37.215314818416225,-7.033730247544435,-173.75285365377704,-29.317639675659212,3.7189425594197507,112.82396827667195,-103.12406353761071,-141.37588728393013,-109.33178926781099,147.71108525361126,-87.84307876602729,70.19283368340194,-30.557872847385607,169.0887095058856
AOI6 Relative Saccade Angles,88.82872580917706,80.00616528633263,128.33690005359452,70.32122400632647,169.9248210814063,99.9933821162706,27.886322802560343,150.8836235973603,163.09436925250222,40.29183881016154,125.23769777727219,14.748540745769198,25.340439554558156,115.97127415866247,5.6537809149197615,164.33451288649533,100.2608973970198,26.193720529715105,48.58413218822915,15.602934200184768,21.11854611788058,120.96730172329585,28.332982075377604,135.75095493403933,13.280876593767427,35.564786021882206,146.96341776492102,70.89497428274781,35.94803181428262,141.74817625368058,147.95590198388086,77.04287452142222,55.55416401963854,21.96408755057077,79.24929346921246,19.646582353271164,
