,0,1,2,3
AOI6 Saccade Lengths,13.111462846978036,55.65675520873535,40.3971877068333,56.31776711169399
AOI6 Absolute Saccade Angles,-93.07754783812237,-58.61636680449115,120.58647999550469,-9.126116899028027
AOI6 Relative Saccade Angles,145.5388189663688,0.7971532000041591,50.287403105467284,
