,0,1,2
AOI2 Saccade Lengths,64.26049229579992,57.608127615108216,30.24036757055233
AOI2 Absolute Saccade Angles,115.25287276614951,-126.37023586295979,-168.71977396408013
AOI2 Relative Saccade Angles,61.62310862910928,137.65046189887966,
