,Mean,Standard Deviation
AOI3 Saccade Length,109.27593520112225,127.46313394072718
AOI3 Absolute Saccade Angles,-10.05809224266494,100.35967350034169
AOI3 Relative Saccade Angles,74.99409908013835,56.63546522358928
