Overall page average time,AOI 1 average time,AOI 2 average time,AOI 3 average time,AOI 4 average time,AOI 5 average time,AOI 6 average time,Not AOI average time
7320.464426890663,5643.371428583349,7489.587500009686,6876.150000011921,5592.37000002265,8609.540000009536,10422.085714297635,7357.933510651614
