,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
AOI2 Saccade Lengths,51.944747763853215,114.37050430649246,60.825354356879004,122.517531096396,61.54841577717776,170.2375858011312,39.829630661569745,282.300933454867,90.81710386675853,121.13265472483735,86.09316690396318,183.8349206132985,84.19898071860592,46.297409493889454,9.042919357027715,71.7135471345809,83.70053842924695,164.9570962240816,26.063176679128045
AOI2 Absolute Saccade Angles,-137.1857076885147,162.31771326923007,-108.49597054986572,1.6397803623941245,132.36112103703152,7.916866359726365,-58.81127126255889,172.7439553593423,-37.166766372999625,-0.8093592288022702,37.95888184838435,179.25849699930637,-53.856354837703265,-4.022389921785372,-151.0395213236854,165.01398275955557,-169.91497030223633,24.11934231116694,-129.72886248454284
AOI2 Relative Saccade Angles,119.50342095774474,90.81368381909576,69.86424908774019,49.2786593253626,55.55574532269484,113.27186237771474,51.55522662190118,29.9107217323419,143.64259285580266,141.23175892281338,38.700384849078,53.11485183700962,130.1660350840821,32.982868598099984,136.05350408324097,154.92895306179187,14.034312613403257,26.15179520429021,
