,0,1,2,3,4,5,6,7,8
AOI1 Saccade Lengths,55.84842404959018,38.415946524716524,19.97091333686181,12.820168315712518,103.83400031384201,9.093984979262613,22.3933521030635,41.82340512867832,26.39954365089493
AOI1 Absolute Saccade Angles,117.22360467467888,172.42855273804577,-72.43190035554802,84.71561068751151,-1.693983523878281,-7.155945887073817,-48.3113251835558,119.33755237253234,-38.9235421403775
AOI1 Relative Saccade Angles,124.79505193663316,64.86045309359378,22.852488956940455,93.5904057886102,174.5380376368045,138.844620703518,12.351122443911873,21.73890548709018,
