,0,1,2,3,4,5,6,7
AOI6 Saccade Lengths,224.07160924616122,59.01622251326512,41.91482595532654,27.575315730466208,16.73557867637268,9.539706913004416,5.861940663683164,4.838233928207678
AOI6 Absolute Saccade Angles,175.59815696671262,-12.844497315106457,-4.772987177249759,4.653807279267617,17.57346654804822,38.1990041394348,71.43888023822005,107.53104507835359
AOI6 Relative Saccade Angles,8.442654281819069,171.9284898621433,170.5732055434826,167.08034073121942,159.37446240861343,146.76012390121474,143.90783515986647,
