Overall page average time,AOI 1 average time,AOI 2 average time,AOI 3 average time,AOI 4 average time,AOI 5 average time,AOI 6 average time,Not AOI average time
20711.795164841315,7501.26250000298,10052.811904770278,14035.555555561627,20462.1655172459,22457.918461544697,26811.641463422195,21644.91843393766
