Overall page average time,AOI 1 average time,AOI 2 average time,AOI 3 average time,AOI 4 average time,AOI 5 average time,AOI 6 average time,Not AOI average time
15110.785257547168,24019.75,15892.83333333085,11794.674999999503,8536.328205125072,14988.562962961418,18876.6870370361,15284.8472813222
