,Mean,Standard Deviation
NOT_AOI Saccade Length,53.08727559611026,50.21516139714831
NOT_AOI Absolute Saccade Angles,6.1507967346408785,102.84707606954716
NOT_AOI Relative Saccade Angles,127.40949759364496,53.79952165484344
