,0,1,2,3
AOI6 Saccade Lengths,10.456795132299488,52.0463356838734,41.973314552103844,23.73908853625348
AOI6 Absolute Saccade Angles,179.4474364010492,132.12604244838403,-131.82706686092033,73.92136815481884
AOI6 Relative Saccade Angles,132.67860604733482,83.95310930930432,25.748435015739165,
