,Mean,Standard Deviation
NOT_AOI Saccade Length,64.22567696523905,48.61363040720027
NOT_AOI Absolute Saccade Angles,2.173965148159474,101.01155294880823
NOT_AOI Relative Saccade Angles,113.49420734775063,54.09029233870254
