,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
AOI2 Saccade Lengths,30.470614555822216,125.77434435806205,31.594737517492774,54.92897278036166,19.267674824740965,130.8728170079024,36.24500627112837,40.31891445997699,54.913978595355246,52.05652028395391,44.316897370272194,69.96924721643876,36.259879149379174,45.708448259262894,115.68658352485421,93.63882908301308,14.755130682131268,62.31764197029762,37.201354316898886,59.62573883691337,82.11046047285006,81.09374771779055,72.16185424701226,113.44039197307598,24.675667880673874,40.469061804177194,28.056881867984238,29.104964007830755
AOI2 Absolute Saccade Angles,-52.59511656575534,167.61674982664192,-33.278637316372446,29.617029796119265,86.5570167119725,-6.714276386932703,33.30471635573917,-8.744647628551744,-23.73614354493469,-129.5410181556434,157.38385000896994,175.0865958247832,179.76875441688634,169.7477674953732,-6.822444577357928,157.68784547899307,140.45350364883637,-106.25866098699214,100.41950218338638,29.972352091569256,-18.416372746179356,-169.178411872655,18.163124307865626,168.3070685461597,-46.23272327876826,-2.3790531049203842,-2.28470348541154,0.14649501962412292
AOI2 Relative Saccade Angles,40.21186639239723,20.895387143014343,117.10433288750829,123.06001308414676,86.7287069010948,139.98100725732812,137.95063601570908,165.00850408361703,74.1951253892913,106.9248681646133,162.29725418418676,175.3178414078969,169.97901307848693,3.429787927268886,15.489709943649016,162.7656581698433,66.7121646358285,26.678163170378507,109.55284990818288,131.61127516225142,29.237960873524347,7.3415361805206425,29.85605576170594,34.539791824927946,136.1463298261521,179.90565038049115,177.56880149496436,
