Overall page average time,AOI 1 average time,AOI 2 average time,AOI 3 average time,AOI 4 average time,AOI 5 average time,AOI 6 average time,Not AOI average time
7776.259016392722,0,5758.199999999255,6544.018181817606,6517.159999999031,9392.049999998882,10226.199999999255,7948.8783783776735
