,0,1,2,3
AOI4 Saccade Lengths,9.51263145883331,271.11440553017087,16.97697143267543,64.69783151944627
AOI4 Absolute Saccade Angles,-49.84098753776266,-178.49923511301864,82.74271927826663,127.10946253843463
AOI4 Relative Saccade Angles,51.341752424744016,81.24195439128526,135.633256739832,
