,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
NOT_AOI Saccade Lengths,26.083249939845736,19.08032721964369,20.333789558253482,36.31181537493623,89.73358983539843,48.154506751385334,123.2902359202685,133.36814937744018,101.92546826271948,33.3656963791073,35.88016971949523,133.90809845341494,64.49224666692605,63.58005666094868,38.88859217246503,105.2397661035251,28.977179731802032,51.04751808632047,119.92519814982373,41.421097998960775,114.60899146758737,53.55609738584527,72.75811559715623,47.04595036418797,59.12600254532818,137.51990877852043,29.226659366887606,111.66744485956102,56.8638421685488,32.685364176616275,42.33709650651931,30.32900514775452,79.13861162231434,100.18785863120401,46.50627685638082,114.35315838121376
NOT_AOI Absolute Saccade Angles,-61.157701987727854,-106.8636573679017,70.80631461719886,-140.24507152701088,-115.06465330657076,-148.75105534446456,-144.29017126651206,113.1809354781268,-65.549415772827,-125.61500312294127,-168.21904262712013,84.75606109291056,-139.76770559071215,76.08920803986484,-2.141423687947371,-29.521804557861554,-179.30377288715704,94.66984566362953,163.03178508276912,-51.84945059392121,92.63477418817557,55.188209081769266,-178.5005043362519,89.70792266772698,151.55049683445523,98.90592513775862,-40.47763695293738,15.500499820348606,95.08393171556517,-151.42713782477847,111.83673367070642,7.51699188270341,104.87834303957304,72.26789711207405,111.7271189099898,-123.28664959623507
NOT_AOI Relative Saccade Angles,134.29404461982614,2.3300280148994394,31.05138614420973,154.81958177955988,146.3135979621062,175.53911592204747,77.47110674463883,1.2696487490461914,119.93441264988576,137.3959604958211,72.9751037200307,44.5237666836227,35.85691363057698,101.76936827218779,152.6196191300858,30.218031670704505,93.97361855078655,111.63806058086043,34.881235676690316,35.515775217903226,142.5534348935937,53.688713418021194,88.20842700397891,118.15742583327176,127.35542830330337,40.61643790930401,124.02186322671402,100.41656810478345,66.51106954034361,83.26387149548489,75.68025821199699,82.6386488431304,147.38955407250103,140.54077820208425,55.01376850622487,
