,0,1,2,3
AOI6 Saccade Lengths,177.81759264738724,59.423933534780346,80.42575711777313,30.277983740590898
AOI6 Absolute Saccade Angles,0.2438950849800407,27.453386129143684,151.816901746592,-167.66938852180283
AOI6 Relative Saccade Angles,152.79050895583637,55.63648438255169,139.48629026839478,
